"blup_predvar","blup_matRRfit","arron","first_stage_predvar","first_stage_blup_matRRfit"
-4,0.885726292008251,"Eeklo",-4,0.748307971642717
-3.9,0.889501970341045,"Eeklo",-3.9,0.755561682422357
-3.8,0.893217800679902,"Eeklo",-3.8,0.762741795904552
-3.7,0.896872899895138,"Eeklo",-3.7,0.769844890903547
-3.6,0.900466396726611,"Eeklo",-3.6,0.776867557839695
-3.5,0.903997432129172,"Eeklo",-3.5,0.7838064014321
-3.4,0.907465159614304,"Eeklo",-3.4,0.790658043402546
-3.3,0.910868745587776,"Eeklo",-3.3,0.797419125187708
-3.2,0.914207369683114,"Eeklo",-3.2,0.804086310656667
-3.1,0.917480225090695,"Eeklo",-3.1,0.810656288830665
-3,0.920686518882303,"Eeklo",-3,0.817125776602031
-2.9,0.923825472330932,"Eeklo",-2.9,0.823491521449192
-2.8,0.926896321225693,"Eeklo",-2.8,0.829750304144644
-2.7,0.929898316181607,"Eeklo",-2.7,0.835898941452746
-2.6,0.932830722944144,"Eeklo",-2.6,0.841934288814198
-2.5,0.935692822688312,"Eeklo",-2.5,0.847853243014062
-2.4,0.938483912312134,"Eeklo",-2.4,0.853652744830146
-2.3,0.941203304724346,"Eeklo",-2.3,0.859329781658635
-2.2,0.943850329126148,"Eeklo",-2.2,0.864881390113796
-2.1,0.946424331286849,"Eeklo",-2.1,0.870304658598655
-2,0.948924673813244,"Eeklo",-2,0.875596729843511
-1.9,0.951350736412576,"Eeklo",-1.9,0.880754803409213
-1.8,0.953701916148918,"Eeklo",-1.8,0.885776138152129
-1.7,0.955977627692842,"Eeklo",-1.7,0.890658054647778
-1.6,0.958177303564213,"Eeklo",-1.6,0.89539793757013
-1.5,0.960300394367986,"Eeklo",-1.5,0.899993238023627
-1.4,0.962346369022856,"Eeklo",-1.4,0.904441475825006
-1.3,0.964314714982626,"Eeklo",-1.3,0.908740241732076
-1.2,0.966204938450178,"Eeklo",-1.2,0.912887199616651
-1.1,0.968016564583904,"Eeklo",-1.1,0.916880088578888
-1,0.969749137696496,"Eeklo",-1,0.920716725000359
-0.9,0.971402221445953,"Eeklo",-0.9,0.92439500453325
-0.800000000000001,0.972975399018724,"Eeklo",-0.800000000000001,0.927912904023147
-0.7,0.974468273304848,"Eeklo",-0.7,0.931268483362954
-0.600000000000001,0.975880467065014,"Eeklo",-0.600000000000001,0.934459887275566
-0.5,0.977211623089427,"Eeklo",-0.5,0.937485347022999
-0.4,0.97846140434839,"Eeklo",-0.4,0.940343182039779
-0.300000000000001,0.979629494134517,"Eeklo",-0.300000000000001,0.943031801488481
-0.2,0.980715596196488,"Eeklo",-0.2,0.945549705735394
-0.100000000000001,0.981719434864266,"Eeklo",-0.100000000000001,0.9478954877444
0,0.982640755165716,"Eeklo",0,0.950067834387262
0.0999999999999996,0.983479322934531,"Eeklo",0.0999999999999996,0.952065527668593
0.199999999999999,0.984234924909427,"Eeklo",0.199999999999999,0.953887445863931
0.3,0.98490736882453,"Eeklo",0.3,0.955532564569409
0.399999999999999,0.985496483490918,"Eeklo",0.399999999999999,0.956999957661662
0.5,0.986002118869243,"Eeklo",0.5,0.958288798166701
0.6,0.986424146133428,"Eeklo",0.6,0.959398359036615
0.699999999999999,0.986762457725363,"Eeklo",0.699999999999999,0.960328013833088
0.8,0.987016967400593,"Eeklo",0.8,0.961077237316817
0.899999999999999,0.98718761026496,"Eeklo",0.899999999999999,0.961645605942068
1,0.987274342802179,"Eeklo",1,0.962032798255709
1.1,0.987277142892334,"Eeklo",1.1,0.9622385952002
1.2,0.98719600982128,"Eeklo",1.2,0.962262880320137
1.3,0.987030964280947,"Eeklo",1.3,0.962105639872075
1.4,0.986786424026489,"Eeklo",1.4,0.961776707241597
1.5,0.986523138656942,"Eeklo",1.5,0.961411393219491
1.6,0.986260553179958,"Eeklo",1.6,0.961052999059831
1.7,0.98599866707401,"Eeklo",1.7,0.960701517126346
1.8,0.985737479819051,"Eeklo",1.8,0.96035693993188
1.9,0.985476990896509,"Eeklo",1.9,0.960019260138118
2,0.985217199789287,"Eeklo",2,0.95968847055533
2.1,0.984958105981762,"Eeklo",2.1,0.959364564142113
2.2,0.984699708959779,"Eeklo",2.2,0.959047534005146
2.3,0.984442008210655,"Eeklo",2.3,0.958737373398938
2.4,0.984185003223174,"Eeklo",2.4,0.958434075725597
2.5,0.983928693487586,"Eeklo",2.5,0.958137634534589
2.6,0.983673078495605,"Eeklo",2.6,0.957848043522515
2.7,0.983418157740409,"Eeklo",2.7,0.957565296532883
2.8,0.983163930716634,"Eeklo",2.8,0.957289387555894
2.9,0.982910396920378,"Eeklo",2.9,0.957020310728225
3,0.982657555849196,"Eeklo",3,0.956758060332825
3.1,0.982405407002098,"Eeklo",3.1,0.956502630798709
3.2,0.982153949879551,"Eeklo",3.2,0.956254016700766
3.3,0.981903183983471,"Eeklo",3.3,0.95601221275956
3.4,0.981653108817227,"Eeklo",3.4,0.95577721384115
3.5,0.981403723885638,"Eeklo",3.5,0.955549014956902
3.6,0.98115502869497,"Eeklo",3.6,0.955327611263318
3.7,0.980907022752934,"Eeklo",3.7,0.955112998061861
3.8,0.980659705568688,"Eeklo",3.8,0.954905170798792
3.9,0.98041307665283,"Eeklo",3.9,0.954704125065004
4,0.980167135517403,"Eeklo",4,0.954509856595873
4.1,0.979921881675885,"Eeklo",4.1,0.954322361271099
4.2,0.979677314643197,"Eeklo",4.2,0.954141635114569
4.3,0.979433433935691,"Eeklo",4.3,0.953967674294209
4.4,0.97919023907116,"Eeklo",4.4,0.953800475121853
4.5,0.978947729568825,"Eeklo",4.5,0.953640034053113
4.6,0.978705904949342,"Eeklo",4.6,0.95348634768725
4.7,0.978464764734795,"Eeklo",4.7,0.953339412767058
4.8,0.978224308448699,"Eeklo",4.8,0.953199226178744
4.9,0.977984535615993,"Eeklo",4.9,0.953065784951824
5,0.977745445763044,"Eeklo",5,0.952939086259015
5.1,0.977507038417641,"Eeklo",5.1,0.952819127416133
5.2,0.977269313108996,"Eeklo",5.2,0.952705905882004
5.3,0.977032269367743,"Eeklo",5.3,0.952599419258369
5.4,0.976795906725934,"Eeklo",5.4,0.952499665289799
5.5,0.976560224717037,"Eeklo",5.5,0.952406641863622
5.6,0.97632522287594,"Eeklo",5.6,0.952320347009841
5.7,0.976090900738942,"Eeklo",5.7,0.952240778901068
5.8,0.975857257843757,"Eeklo",5.8,0.952167935852459
5.9,0.97562429372951,"Eeklo",5.9,0.952101816321656
6,0.975392007936737,"Eeklo",6,0.952042418908728
6.1,0.975160400007381,"Eeklo",6.1,0.951989742356127
6.2,0.974929469484793,"Eeklo",6.2,0.951943785548641
6.3,0.974699215913729,"Eeklo",6.3,0.951904547513354
6.4,0.97446963884035,"Eeklo",6.4,0.951872027419614
6.5,0.974240737812218,"Eeklo",6.5,0.951846224579
6.6,0.974012512378298,"Eeklo",6.6,0.951827138445304
6.7,0.973784962088953,"Eeklo",6.7,0.951814768614504
6.8,0.973558086495945,"Eeklo",6.8,0.951809114824754
6.9,0.973331885152432,"Eeklo",6.9,0.951810176956376
7,0.973106357612967,"Eeklo",7,0.951817955031853
7.1,0.972881503433497,"Eeklo",7.1,0.951832449215831
7.2,0.972657322171363,"Eeklo",7.2,0.951853659815124
7.3,0.972433813385294,"Eeklo",7.3,0.951881587278726
7.4,0.97221097663541,"Eeklo",7.4,0.951916232197827
7.5,0.971988811483219,"Eeklo",7.5,0.951957595305832
7.6,0.971767317491614,"Eeklo",7.6,0.952005677478389
7.7,0.971546494224874,"Eeklo",7.7,0.952060479733418
7.8,0.971326341248662,"Eeklo",7.8,0.952122003231148
7.9,0.971106858130023,"Eeklo",7.9,0.952190249274158
8,0.970888044437383,"Eeklo",8,0.952265219307423
8.1,0.970671913975596,"Eeklo",8.1,0.952347725419332
8.2,0.970467360272551,"Eeklo",8.2,0.952441350029261
8.3,0.970275429800112,"Eeklo",8.3,0.952546520699785
8.4,0.970096115085239,"Eeklo",8.4,0.952663241253585
8.5,0.969929409146992,"Eeklo",8.5,0.952791515933482
8.6,0.969775305496074,"Eeklo",8.6,0.95293134940269
8.7,0.969633798134418,"Eeklo",8.7,0.953082746745099
8.8,0.969504881554788,"Eeklo",8.8,0.953245713465586
8.9,0.96938855074043,"Eeklo",8.9,0.953420255490349
9,0.969284801164741,"Eeklo",9,0.95360637916726
9.1,0.969193628790981,"Eeklo",9.1,0.953804091266256
9.2,0.969115030072005,"Eeklo",9.2,0.954013398979747
9.3,0.969049001950036,"Eeklo",9.3,0.954234309923053
9.4,0.968995541856469,"Eeklo",9.4,0.954466832134864
9.5,0.9689546477117,"Eeklo",9.5,0.95471097407773
9.6,0.968926317924994,"Eeklo",9.6,0.954966744638571
9.7,0.968910551394383,"Eeklo",9.7,0.955234153129221
9.8,0.968907347506589,"Eeklo",9.8,0.955513209286988
9.9,0.968916706136991,"Eeklo",9.9,0.955803923275247
10,0.968938627649613,"Eeklo",10,0.956106305684059
10.1,0.968973112897149,"Eeklo",10.1,0.956420367530811
10.2,0.969020163221017,"Eeklo",10.2,0.956746120260885
10.3,0.969079780451447,"Eeklo",10.3,0.957083575748355
10.4,0.969151966907601,"Eeklo",10.4,0.957432746296709
10.5,0.969236725397719,"Eeklo",10.5,0.957793644639593
10.6,0.969334059219305,"Eeklo",10.6,0.958166283941589
10.7,0.969443972159342,"Eeklo",10.7,0.958550677799012
10.8,0.969566468494531,"Eeklo",10.8,0.958946840240739
10.9,0.969701552991577,"Eeklo",10.9,0.959354785729063
11,0.96984923090749,"Eeklo",11,0.95977452916057
11.1,0.970009507989933,"Eeklo",11.1,0.960206085867047
11.2,0.970182390477588,"Eeklo",11.2,0.960649471616416
11.3,0.970367885100568,"Eeklo",11.3,0.961104702613695
11.4,0.970565999080847,"Eeklo",11.4,0.961571795501981
11.5,0.970776740132733,"Eeklo",11.5,0.962050767363471
11.6,0.971000116463368,"Eeklo",11.6,0.962541635720495
11.7,0.971236136773258,"Eeklo",11.7,0.963044418536592
11.8,0.97148481025684,"Eeklo",11.8,0.963559134217598
11.9,0.971746146603082,"Eeklo",11.9,0.964085801612778
12,0.972020155996104,"Eeklo",12,0.964624440015968
12.1,0.972306849115847,"Eeklo",12.1,0.965175069166758
12.2,0.972606237138764,"Eeklo",12.2,0.965737709251695
12.3,0.972918331738547,"Eeklo",12.3,0.966312380905519
12.4,0.973243145086882,"Eeklo",12.4,0.966899105212422
12.5,0.973580689854248,"Eeklo",12.5,0.967497903707338
12.6,0.97393097921073,"Eeklo",12.6,0.968108798377259
12.7,0.974294026826886,"Eeklo",12.7,0.968731811662586
12.8,0.974669846874629,"Eeklo",12.8,0.969366966458494
12.9,0.975058454028153,"Eeklo",12.9,0.970014286116341
13,0.975459863464885,"Eeklo",13,0.970673794445097
13.1,0.975874090866475,"Eeklo",13.1,0.971345515712802
13.2,0.976301152419817,"Eeklo",13.2,0.972029474648055
13.3,0.976741064818102,"Eeklo",13.3,0.972725696441534
13.4,0.977193845261906,"Eeklo",13.4,0.973434206747536
13.5,0.977659511460312,"Eeklo",13.5,0.974155031685559
13.6,0.978138081632062,"Eeklo",13.6,0.974888197841903
13.7,0.978629574506748,"Eeklo",13.7,0.975633732271304
13.8,0.979134009326031,"Eeklo",13.8,0.9763916624986
13.9,0.979651405844898,"Eeklo",13.9,0.977162016520423
14,0.980181784332951,"Eeklo",14,0.977944822806922
14.1,0.980725165575731,"Eeklo",14.1,0.978740110303517
14.2,0.981281570876074,"Eeklo",14.2,0.979547908432684
14.3,0.981851022055504,"Eeklo",14.3,0.980368247095766
14.4,0.982432998237799,"Eeklo",14.4,0.981199382982984
14.5,0.983022814474004,"Eeklo",14.5,0.982025970066721
14.6,0.983619396125506,"Eeklo",14.6,0.982844440391426
14.7,0.984222755077681,"Eeklo",14.7,0.98365477250786
14.8,0.984832903355719,"Eeklo",14.8,0.984456945168022
14.9,0.985449853125032,"Eeklo",14.9,0.985250937326068
15,0.986073616691652,"Eeklo",15,0.986036728139235
15.1,0.986704206502642,"Eeklo",15.1,0.986814296968754
15.2,0.987341635146509,"Eeklo",15.2,0.987583623380749
15.3,0.987985915353624,"Eeklo",15.3,0.988344687147136
15.4,0.988637059996646,"Eeklo",15.4,0.989097468246507
15.5,0.989295082090948,"Eeklo",15.5,0.989841946865008
15.6,0.989959994795054,"Eeklo",15.6,0.990578103397209
15.7,0.990631811411075,"Eeklo",15.7,0.991305918446963
15.8,0.991310545385153,"Eeklo",15.8,0.992025372828257
15.9,0.991996210307909,"Eeklo",15.9,0.992736447566058
16,0.992688819914899,"Eeklo",16,0.993439123897144
16.1,0.993388388087069,"Eeklo",16.1,0.99413338327093
16.2,0.99409492885122,"Eeklo",16.2,0.994819207350283
16.3,0.994808456380477,"Eeklo",16.3,0.995496578012331
16.4,0.995528984994764,"Eeklo",16.4,0.996165477349261
16.5,0.996256529161279,"Eeklo",16.5,0.996825887669105
16.6,0.996991103494981,"Eeklo",16.6,0.997477791496525
16.7,0.997732722759079,"Eeklo",16.7,0.998121171573578
16.8,0.998481401865526,"Eeklo",16.8,0.99875601086048
16.9,0.999237155875519,"Eeklo",16.9,0.999382292536361
17,1,"Eeklo",17,1
17.1,1.00076994960017,"Eeklo",17.1,1.00060911687057
17.2,1.00154702018802,"Eeklo",17.2,1.00120962698834
17.3,1.0023312274268,"Eeklo",17.3,1.00180151441543
17.4,1.00312258713161,"Eeklo",17.4,1.00238476343647
17.5,1.00392111526989,"Eeklo",17.5,1.00295935855931
17.6,1.00472682796199,"Eeklo",17.6,1.00352528451575
17.7,1.00553974148164,"Eeklo",17.7,1.00408252626212
17.8,1.00635987225661,"Eeklo",17.8,1.00463106898006
17.9,1.00718723686916,"Eeklo",17.9,1.00517089807708
18,1.00802185205665,"Eeklo",18,1.00570199918727
18.1,1.0088637347121,"Eeklo",18.1,1.00622435817192
18.2,1.00971290188474,"Eeklo",18.2,1.00673796112011
18.3,1.01056937078063,"Eeklo",18.3,1.0072427943494
18.4,1.01143315876316,"Eeklo",18.4,1.00773884440637
18.5,1.01230428335374,"Eeklo",18.5,1.00822609806726
18.6,1.0131827622323,"Eeklo",18.6,1.00870454233853
18.7,1.01406861323793,"Eeklo",18.7,1.00917416445745
18.8,1.0149618543695,"Eeklo",18.8,1.00963495189269
18.9,1.01586250378624,"Eeklo",18.9,1.01008689234482
19,1.01677057980834,"Eeklo",19,1.01052997374691
19.1,1.01768610091762,"Eeklo",19.1,1.01096418426506
19.2,1.01860908575813,"Eeklo",19.2,1.01138951229889
19.3,1.01953955313678,"Eeklo",19.3,1.0118059464821
19.4,1.02047752202396,"Eeklo",19.4,1.01221347568295
19.5,1.02142301155423,"Eeklo",19.5,1.01261208900478
19.6,1.02237604102694,"Eeklo",19.6,1.01300177578644
19.7,1.02333662990689,"Eeklo",19.7,1.01338252560285
19.8,1.024304797825,"Eeklo",19.8,1.0137543282654
19.9,1.02528361973811,"Eeklo",19.9,1.01412145445661
20,1.0262918140678,"Eeklo",20,1.01451006957705
20.1,1.02733264127676,"Eeklo",20.1,1.01492464236572
20.2,1.02840619860878,"Eeklo",20.2,1.01536520451941
20.3,1.02951258643365,"Eeklo",20.3,1.01583178973144
20.4,1.0306519082628,"Eeklo",20.4,1.01632443369589
20.5,1.03182427076545,"Eeklo",20.5,1.01684317411219
20.6,1.03302978378526,"Eeklo",20.6,1.01738805068994
20.7,1.03426856035747,"Eeklo",20.7,1.01795910515393
20.8,1.03554071672654,"Eeklo",20.8,1.01855638124951
20.9,1.0368463723644,"Eeklo",20.9,1.01917992474815
21,1.03818564998906,"Eeklo",21,1.01982978345329
21.1,1.0395586755839,"Eeklo",21.1,1.02050600720647
21.2,1.04096557841738,"Eeklo",21.2,1.02120864789366
21.3,1.04240649106334,"Eeklo",21.3,1.02193775945193
21.4,1.04388154942182,"Eeklo",21.4,1.02269339787634
21.5,1.0453908927404,"Eeklo",21.5,1.02347562122709
21.6,1.04693466363613,"Eeklo",21.6,1.02428448963699
21.7,1.04851300811796,"Eeklo",21.7,1.02512006531913
21.8,1.05012607560978,"Eeklo",21.8,1.02598241257489
21.9,1.05177401897395,"Eeklo",21.9,1.02687159780214
22,1.05345699453548,"Eeklo",22,1.02778768950381
22.1,1.05517516210673,"Eeklo",22.1,1.02873075829665
22.2,1.05692868501267,"Eeklo",22.2,1.02970087692032
22.3,1.05871773011677,"Eeklo",22.3,1.03069812024674
22.4,1.06054246784747,"Eeklo",22.4,1.0317225652897
22.5,1.06240307222517,"Eeklo",22.5,1.0327742912148
22.6,1.06429972088996,"Eeklo",22.6,1.03385337934964
22.7,1.06623259512981,"Eeklo",22.7,1.03495991319428
22.8,1.06820187990948,"Eeklo",22.8,1.03609397843202
22.9,1.07020776389996,"Eeklo",22.9,1.03725566294049
23,1.07225043950865,"Eeklo",23,1.03844505680293
23.1,1.07433010291004,"Eeklo",23.1,1.03966225231988
23.2,1.07644695407711,"Eeklo",23.2,1.04090734402111
23.3,1.0786011968134,"Eeklo",23.3,1.04218042867786
23.4,1.08079303878561,"Eeklo",23.4,1.04348160531535
23.5,1.08302269155704,"Eeklo",23.5,1.04481097522564
23.6,1.0852903706215,"Eeklo",23.6,1.04616864198073
23.7,1.0875962954381,"Eeklo",23.7,1.04755471144608
23.8,1.08994068946651,"Eeklo",23.8,1.04896929179429
23.9,1.09232378020311,"Eeklo",23.9,1.05041249351922
24,1.0947457992177,"Eeklo",24,1.05188442945033
24.1,1.09720698219099,"Eeklo",24.1,1.05338521476743
24.2,1.09970756895279,"Eeklo",24.2,1.05491496701563
24.3,1.10224780352087,"Eeklo",24.3,1.05647380612074
24.4,1.10482793414066,"Eeklo",24.4,1.05806185440492
24.5,1.10744821332563,"Eeklo",24.5,1.05967923660264
24.6,1.11010889789838,"Eeklo",24.6,1.06132607987705
24.7,1.11281024903259,"Eeklo",24.7,1.06300251383662
24.8,1.11555253229567,"Eeklo",24.8,1.0647086705521
24.9,1.1183360176922,"Eeklo",24.9,1.06644468457392
25,1.12116097970819,"Eeklo",25,1.06821069294982
25.1,1.12402769735613,"Eeklo",25.1,1.07000683524287
25.2,1.12693645422079,"Eeklo",25.2,1.07183325354988
-6.8,1.06855919861395,"Gent",-6.8,1.09264196441799
-6.7,1.06703836021805,"Gent",-6.7,1.09027286164797
-6.6,1.06553518935438,"Gent",-6.6,1.08793665978118
-6.5,1.06404961742358,"Gent",-6.5,1.08563316920361
-6.4,1.0625815766901,"Gent",-6.4,1.08336220320693
-6.3,1.061131000277,"Gent",-6.3,1.08112357796325
-6.2,1.05969782216091,"Gent",-6.2,1.07891711250043
-6.1,1.05828197716701,"Gent",-6.1,1.07674262867764
-6,1.05688340096411,"Gent",-6,1.07459995116145
-5.9,1.05550203005977,"Gent",-5.9,1.0724889074023
-5.8,1.0541378017955,"Gent",-5.8,1.07040932761135
-5.7,1.05279065434201,"Gent",-5.7,1.06836104473775
-5.6,1.05146052669458,"Gent",-5.6,1.06634389444629
-5.5,1.05014735866844,"Gent",-5.5,1.06435771509542
-5.4,1.0488510908942,"Gent",-5.4,1.06240234771572
-5.3,1.04757166481343,"Gent",-5.3,1.0604776359887
-5.2,1.04630902267424,"Gent",-5.2,1.05858342622596
-5.1,1.0450631075269,"Gent",-5.1,1.05671956734877
-5,1.04383386321963,"Gent",-5,1.05488591086801
-4.9,1.04262123439429,"Gent",-4.9,1.05308231086445
-4.8,1.04142516648233,"Gent",-4.8,1.0513086239694
-4.7,1.04024560570062,"Gent",-4.7,1.04956470934576
-4.6,1.03908249904745,"Gent",-4.6,1.04785042866933
-4.5,1.03793579429859,"Gent",-4.5,1.04616564611062
-4.4,1.0368054400033,"Gent",-4.4,1.04451022831684
-4.3,1.03569138548059,"Gent",-4.3,1.04288404439435
-4.2,1.03459358081536,"Gent",-4.2,1.04128696589142
-4.1,1.0335119768547,"Gent",-4.1,1.03971886678133
-4,1.03244652520419,"Gent",-4,1.03817962344578
-3.9,1.03139717822437,"Gent",-3.9,1.03666911465866
-3.8,1.03036388902711,"Gent",-3.8,1.03518722157015
-3.7,1.02934661147215,"Gent",-3.7,1.03373382769116
-3.6,1.02834530016367,"Gent",-3.6,1.032308818878
-3.5,1.02735991044691,"Gent",-3.5,1.03091208331754
-3.4,1.02639039840485,"Gent",-3.4,1.02954351151252
-3.3,1.02543672085497,"Gent",-3.3,1.02820299626726
-3.2,1.024498835346,"Gent",-3.2,1.0268904326737
-3.1,1.0235767001548,"Gent",-3.1,1.02560571809767
-3,1.02267027428328,"Gent",-3,1.02434875216557
-2.9,1.02177951745533,"Gent",-2.9,1.02311943675125
-2.8,1.02090439011386,"Gent",-2.8,1.02191767596329
-2.7,1.02004485341787,"Gent",-2.7,1.0207433761325
-2.6,1.01920086923956,"Gent",-2.6,1.01959644579977
-2.5,1.01837240016153,"Gent",-2.5,1.01847679570422
-2.4,1.01755940947403,"Gent",-2.4,1.01738433877156
-2.3,1.01676186117219,"Gent",-2.3,1.01631899010287
-2.2,1.01597971995344,"Gent",-2.2,1.01528066696359
-2.1,1.01521295121484,"Gent",-2.1,1.01426928877277
-2,1.01446152105058,"Gent",-2,1.01328477709271
-1.9,1.01372539624944,"Gent",-1.9,1.01232705561878
-1.8,1.01300454429237,"Gent",-1.8,1.01139605016956
-1.7,1.01229893335008,"Gent",-1.7,1.01049168867731
-1.6,1.01160853228071,"Gent",-1.6,1.00961390117861
-1.5,1.01093331062754,"Gent",-1.5,1.0087626198054
-1.4,1.01027323861673,"Gent",-1.4,1.00793777877619
-1.3,1.00962828715517,"Gent",-1.3,1.00713931438761
-1.2,1.00899842782829,"Gent",-1.2,1.0063671650062
-1.1,1.00838363289804,"Gent",-1.1,1.00562127106049
-1,1.00778387530079,"Gent",-1,1.00490157503333
-0.9,1.00719912864537,"Gent",-0.9,1.00420802145452
-0.800000000000001,1.00662936721117,"Gent",-0.800000000000001,1.00354055689365
-0.7,1.00607456594618,"Gent",-0.7,1.00289912995327
-0.600000000000001,1.00553470046522,"Gent",-0.600000000000001,1.00228369126227
-0.5,1.00500974704812,"Gent",-0.5,1.00169419346957
-0.4,1.00449968263801,"Gent",-0.4,1.00113059123803
-0.300000000000001,1.00400448483959,"Gent",-0.300000000000001,1.00059284123865
-0.2,1.00352413191753,"Gent",-0.2,1.00008090214502
-0.100000000000001,1.00305860279485,"Gent",-0.100000000000001,0.999594734627997
0,1.00260787705143,"Gent",0,0.999134301350714
0.0999999999999996,1.00217193492243,"Gent",0.0999999999999996,0.998699566963769
0.199999999999999,1.00175075729695,"Gent",0.199999999999999,0.998290498100717
0.3,1.00134432571653,"Gent",0.3,0.997907063373793
0.399999999999999,1.0009526223739,"Gent",0.399999999999999,0.997549233369905
0.5,1.00057563011159,"Gent",0.5,0.997216980646869
0.6,1.00021333242075,"Gent",0.6,0.996910279729904
0.699999999999999,0.999865713439896,"Gent",0.699999999999999,0.996629107108372
0.8,0.999532757953785,"Gent",0.8,0.996373441232782
0.899999999999999,0.99921445139228,"Gent",0.899999999999999,0.996143262512031
1,0.998910779829305,"Gent",1,0.995938553310904
1.1,0.998621729981819,"Gent",1.1,0.995759297947821
1.2,0.998347289208855,"Gent",1.2,0.995605482692837
1.3,0.998087445510594,"Gent",1.3,0.99547709576589
1.4,0.997841411535546,"Gent",1.4,0.995372628880952
1.5,0.997598413481448,"Gent",1.5,0.995271286719853
1.6,0.997355003210831,"Gent",1.6,0.995166412267084
1.7,0.997111181054338,"Gent",1.7,0.995058006641479
1.8,0.996866947343116,"Gent",1.8,0.99494607099946
1.9,0.996622302408813,"Gent",1.9,0.994830606535015
2,0.996377246583579,"Gent",2,0.994711614479682
2.1,0.996131780200066,"Gent",2.1,0.994589096102525
2.2,0.995885903591426,"Gent",2.2,0.994463052710107
2.3,0.99563961709131,"Gent",2.3,0.994333485646474
2.4,0.995392921033868,"Gent",2.4,0.994200396293126
2.5,0.995145815753747,"Gent",2.5,0.994063786068994
2.6,0.994898301586092,"Gent",2.6,0.993923656430415
2.7,0.994650378866545,"Gent",2.7,0.993780008871107
2.8,0.994402047931243,"Gent",2.8,0.993632844922139
2.9,0.994153309116817,"Gent",2.9,0.993482166151909
3,0.993904162760393,"Gent",3,0.993327974166111
3.1,0.993654609199591,"Gent",3.1,0.99317027060771
3.2,0.993404648772524,"Gent",3.2,0.993009057156912
3.3,0.993154281817794,"Gent",3.3,0.992844335531133
3.4,0.992903508674497,"Gent",3.4,0.992676107484969
3.5,0.992652329682218,"Gent",3.5,0.992504374810167
3.6,0.992400745181032,"Gent",3.6,0.992329139335589
3.7,0.992148755511503,"Gent",3.7,0.992150402927184
3.8,0.991896361014683,"Gent",3.8,0.991968167487952
3.9,0.99164356203211,"Gent",3.9,0.99178243495791
4,0.99139035890581,"Gent",4,0.991593207314059
4.1,0.991136751978294,"Gent",4.1,0.991400486570351
4.2,0.990882741592558,"Gent",4.2,0.991204274777648
4.3,0.990628328092083,"Gent",4.3,0.991004574023688
4.4,0.990373511820833,"Gent",4.4,0.990801386433052
4.5,0.990118293123253,"Gent",4.5,0.990594714167119
4.6,0.989862672344272,"Gent",4.6,0.990384559424032
4.7,0.989606649829299,"Gent",4.7,0.990170924438662
4.8,0.989350225924224,"Gent",4.8,0.98995381148256
4.9,0.989093400975416,"Gent",4.9,0.989733222863924
5,0.988836175329723,"Gent",5,0.989509160927556
5.1,0.988578549334471,"Gent",5.1,0.98928162805482
5.2,0.988320523337462,"Gent",5.2,0.989050626663599
5.3,0.988062097686976,"Gent",5.3,0.988816159208254
5.4,0.987803272731769,"Gent",5.4,0.988578228179578
5.5,0.987544048821069,"Gent",5.5,0.988336836104757
5.6,0.987284426304582,"Gent",5.6,0.988091985547319
5.7,0.987024405532484,"Gent",5.7,0.987843679107093
5.8,0.986763986855424,"Gent",5.8,0.98759191942016
5.9,0.986503170624525,"Gent",5.9,0.987336709158808
6,0.986241957191378,"Gent",6,0.987078051031487
6.1,0.985980346908046,"Gent",6.1,0.986815947782755
6.2,0.98571834012706,"Gent",6.2,0.986550402193236
6.3,0.985455937201421,"Gent",6.3,0.986281417079567
6.4,0.985193138484597,"Gent",6.4,0.986008995294349
6.5,0.984929944330523,"Gent",6.5,0.985733139726096
6.6,0.9846663550936,"Gent",6.6,0.985453853299186
6.7,0.984402371128693,"Gent",6.7,0.985171138973808
6.8,0.984137992791136,"Gent",6.8,0.984884999745908
6.9,0.983873220436721,"Gent",6.9,0.984595438647141
7,0.983608054421707,"Gent",7,0.98430245874481
7.1,0.983342495102813,"Gent",7.1,0.984006063141821
7.2,0.983076542837222,"Gent",7.2,0.983706254976619
7.3,0.982810197982575,"Gent",7.3,0.983403037423139
7.4,0.982543460896974,"Gent",7.4,0.983096413690748
7.5,0.982276331938978,"Gent",7.5,0.982786387024189
7.6,0.982008811467608,"Gent",7.6,0.982472960703522
7.7,0.981740899842339,"Gent",7.7,0.982156138044067
7.8,0.981472597423104,"Gent",7.8,0.981835922396347
7.9,0.981203904570292,"Gent",7.9,0.981512317146027
8,0.980934821644745,"Gent",8,0.981185325713856
8.1,0.98066714135545,"Gent",8.1,0.98085749320058
8.2,0.980408777575641,"Gent",8.2,0.980540043699058
8.3,0.980160660566244,"Gent",8.3,0.98023429658794
8.4,0.979922782581402,"Gent",8.4,0.97994024098314
8.5,0.979695136196126,"Gent",8.5,0.979657866418902
8.6,0.979477714305918,"Gent",8.6,0.979387162847174
8.7,0.979270510126394,"Gent",8.7,0.979128120637017
8.8,0.979073517192934,"Gent",8.8,0.978880730574029
8.9,0.978886729360346,"Gent",8.9,0.978644983859802
9,0.978710140802548,"Gent",9,0.978420872111401
9.1,0.978543746012262,"Gent",9.1,0.978208387360865
9.2,0.978387539800729,"Gent",9.2,0.978007522054734
9.3,0.978241517297439,"Gent",9.3,0.977818269053606
